order_id,customer_id,branch_name,cashier_name,order_date,order_time,payment_method,promotion,subtotal,discount,tax,tax_rate,grandtotal
ORD00191,CUST0185,FnB Bandung,Maya Permata,2024-05-24,19:02:49,qris,PROMO20,138544,10952,12769,9.209918929055,151303
ORD00192,CUST0132,FnB Yogyakarta,Siti Kusuma,2023-10-08,20:51:29,debit card,-,514196,0,51420,10.000077791348,565615
ORD00193,CUST0073,FnB Makassar,Fajar Yulianto,2023-10-05,07:32:06,ShopeePay,NULL,334703,6078,26578,9.776607210514,367425
ORD00194,CUST0094,FnB Jakarta Selatan,Siti Pratama,2024-05-01,20:48:32,Cash,NULL,167526,12389,15514,9.260652077886,183039
ORD00195,CUST0109,FnB Medan,Gilang Anggraini,2024-03-02,11:07:54,Debit Card,NULL,370271,0,30783,9.999870059837,407297
ORD00196,CUST0137,FnB Bandung,Fajar Kurniawan,2024-06-02,12:21:18,QR Code,NONE,219512,0,22451,9.999910917901,241463
ORD00197,CUST0120,FnB Makassar,Siti Pratama,2024-12-24,13:15:09,Debit Card,NULL,19604,0,1960,9.997959600081,21563
ORD00198,CUST0178,FnB Jakarta Selatan,Siti Wahyuni,2024-03-31,13:58:26,gopay,PROMO10,179563,0,17972,9.999833076456,197519
ORD00199,CUST0119,FnB Medan,Lina Pratama,2023-07-04,14:09:49,Ovo,NONE,178242,0,17945,9.999888549584,196066
ORD00200,CUST0197,FnB Surabaya,Maya Handayani,2024-11-04,11:27:03,gopay,NULL,257430,23612,23433,9.084565194636,280816
ORD00201,CUST0166,FnB Jakarta Barat,Gilang Anggraini,2023-05-06,07:40:45,QRIS,MEMBER DISC,156342,25399,13261,8.392559917473,169463
ORD00202,CUST0057,FnB Jakarta Pusat,Eko Puspita,2023-07-10,18:35:55,gopay,NULL,163343,12225,15126,9.252168381390,178455
ORD00203,CUST0182,FnB Medan,Wati Suryani,2024-05-12,16:58:09,Gopay,NULL,173446,0,16347,10.000183523279,190790
ORD00204,CUST0028,FnB Semarang,Fajar Wahyuni,2023-05-31,20:49:12,Gopay,MEMBER DISC,434706,0,36405,9.999972531321,478176
ORD00205,CUST0162,FnB Jakarta Barat,Tuti Wijaya,2023-08-07,13:47:56,OVO,NULL,268178,0,21790,10.000091786065,294996
ORD00206,CUST0091,FnB Medan,Maya Handayani,2024-03-25,18:01:01,Debit,NULL,292686,0,29271,10.000000000000,321954
ORD00207,CUST0173,FnB Bandung,Maya Permata,2024-10-29,11:46:27,Ovo,WEEKEND SPECIAL,198251,21577,17037,8.875980098465,215847
ORD00208,CUST0173,FnB Semarang,Maya Permata,2023-08-12,13:07:28,Cash,NULL,355989,23196,33279,9.348322560528,389267
ORD00209,CUST0162,FnB Jakarta Selatan,Fitri Prasetyo,2024-01-21,16:36:45,QRIS,PROMO20,216265,5000,21634,10.000184897566,237891
ORD00210,CUST0162,FnB Denpasar,Tuti Wijaya,2023-11-08,12:42:50,Ovo,MEMBER DISC,170262,16365,15416,9.040051603823,185653
ORD00211,CUST0073,FnB Jakarta Barat,Agus Permata,2024-12-22,18:06:20,gopay,MEMBER DISC,69160,0,6960,9.999425320383,76075
ORD00212,CUST0019,FnB Jakarta Barat,Hadi Handayani,2023-06-14,20:05:05,Debit,PROMO20,193171,0,19352,10.000206701254,212488
ORD00213,CUST0097,FnB Jakarta Pusat,Fajar Wahyuni,2023-10-30,13:33:25,CASH,PROMO20,356151,53460,29012,8.444005925822,386224
ORD00214,CUST0042,FnB Jakarta Pusat,Reza Puspita,2024-12-14,20:44:59,Kartu Debit,NULL,214707,0,21527,9.999907094280,236177
ORD00215,CUST0162,FnB Surabaya,Intan Pratama,2024-10-06,20:45:29,Ovo,PROMO10,142118,14057,12881,9.016077890625,154931
ORD00216,CUST0078,FnB Jakarta Selatan,Fajar Wahyuni,2024-08-30,18:35:23,Cash,-,217686,0,19647,10.000152697399,239454
ORD00217,CUST0192,FnB Makassar,Eko Puspita,2023-07-18,13:18:02,OVO,WEEKEND SPECIAL,76423,11774,6495,8.465629154610,82892
ORD00218,CUST0151,FnB Jakarta Pusat,Siti Pratama,2024-09-19,11:50:09,cash,NULL,266568,0,26675,9.999962511855,293224
ORD00219,CUST0162,FnB Jakarta Barat,Agus Wahyuni,2024-05-18,13:31:00,Tunai,NULL,118055,0,11221,10.000178240410,129860
ORD00220,CUST0031,FnB Jakarta Barat,Rian Suryani,2024-11-20,19:36:28,cash,NULL,256314,16819,22831,9.313985460538,280187
ORD00221,CUST0171,FnB Jakarta Pusat,Zahra Hidayat,2024-02-18,15:40:29,ovo,PROMO20,246347,0,24639,10.000000000000,270981
ORD00222,CUST0179,FnB Jakarta Pusat,Agus Permata,2024-03-03,13:42:39,gopay,PROMO20,418877,77564,34131,8.148215347226,453007
ORD00223,CUST0117,FnB Bandung,Fitri Prasetyo,2023-08-03,21:28:47,qris,PROMO10,142854,22198,12589,8.500969011877,154997
ORD00224,CUST0138,FnB Bandung,Yusuf Handayani,2024-07-26,19:35:41,QRIS,NULL,149612,0,14973,10.000200364663,164573
ORD00225,CUST0162,FnB Bandung,Fajar Yulianto,2023-06-30,15:12:48,Credit Card,NULL,228087,7031,22106,9.691915804057,250192
ORD00226,CUST0042,FnB Surabaya,Lina Pratama,2024-10-24,11:50:13,Debit Card,NULL,123193,9536,11299,9.221640944444,134553
ORD00227,CUST0120,FnB Surabaya,Tuti Wijaya,2023-11-18,17:31:55,QR Code,NULL,128557,5037,12352,9.608189363473,140908
ORD00228,CUST0095,FnB Jakarta Pusat,Intan Pratama,2024-01-07,13:20:24,ovo,PROMO10,120893,14305,10682,8.818843032519,131554
ORD00229,CUST0035,FnB Bandung,Tuti Wijaya,2023-07-08,11:16:49,QRIS,NULL,156132,0,15452,9.999935283877,171745
ORD00230,CUST0088,FnB Palembang,Intan Pratama,2023-06-12,19:11:01,Tunai,MEMBER DISC,211663,17299,18574,9.148221480146,231026
ORD00231,CUST0018,FnB Surabaya,Fitri Prasetyo,2024-05-08,19:16:24,Tunai,NULL,220242,0,22074,10.000226515958,242266
ORD00232,CUST0008,FnB Medan,Fajar Wahyuni,2024-12-02,16:15:31,GoPay,NULL,281614,0,28161,9.999857961607,309774
ORD00233,CUST0033,FnB Jakarta Barat,Maya Permata,2024-03-10,13:26:04,Kartu Debit,NULL,191220,7965,18345,9.583888409999,209546
ORD00234,CUST0188,FnB Yogyakarta,Siti Wahyuni,2023-05-07,13:43:06,Kartu Debit,MEMBER DISC,240795,25673,21616,8.938325717948,262318
ORD00235,CUST0131,FnB Yogyakarta,Reza Puspita,2023-12-21,18:50:09,qris,NULL,431648,0,41072,10.000048695211,474813
ORD00236,CUST0189,FnB Surabaya,Siti Wahyuni,2024-01-28,15:28:02,qris,NONE,329370,0,32993,10.000121239308,362307
ORD00237,CUST0104,FnB Palembang,Gilang Anggraini,2024-08-15,12:17:38,gopay,NULL,197741,0,19784,9.999949454359,217515
ORD00238,CUST0075,FnB Jakarta Pusat,Gilang Anggraini,2023-09-15,19:02:10,QR Code,NULL,147042,8345,13870,9.432679098488,160911
ORD00239,CUST0120,FnB Jakarta Pusat,Agus Wahyuni,2023-04-22,11:53:08,gopay,NULL,221154,0,22040,9.999818515090,243268
ORD00240,CUST0107,FnB Yogyakarta,Fajar Wahyuni,2023-02-24,12:40:16,Gopay,PROMO10,150199,0,15046,10.000132927461,165219
ORD00241,CUST0024,FnB Yogyakarta,Maya Permata,2024-12-26,19:21:13,shopeepay,PROMO20,266248,6990,23894,9.715575253623,292115
ORD00242,CUST0151,FnB Jakarta Pusat,Yusuf Handayani,2024-09-17,17:38:30,Shopeepay,NULL,382248,30454,27614,9.006640660673,416675
ORD00243,CUST0059,FnB Jakarta Selatan,Intan Pratama,2024-08-25,20:48:25,Cash,MEMBER DISC,212852,36641,17646,8.280619427498,230477
ORD00244,CUST0143,FnB Jakarta Pusat,Wati Suryani,2023-07-16,19:52:24,Debit Card,BUY1GET1,47163,8450,3890,8.214723149047,51037
ORD00245,CUST0154,FnB Jakarta Barat,Intan Pratama,2024-05-27,12:59:12,Gopay,PROMO10,215638,40093,17676,8.151181450943,233215
ORD00246,CUST0036,FnB Yogyakarta,Wati Suryani,2024-07-20,19:12:05,qris,-,429315,39846,38958,9.072046834284,468262
ORD00247,CUST0017,FnB Surabaya,Yusuf Handayani,2024-03-23,12:23:02,gopay,NULL,220430,0,22044,10.000045364023,242473
ORD00248,CUST0162,FnB Jakarta Barat,Fajar Wahyuni,2023-12-16,12:36:32,qris,NULL,424118,25884,36084,9.330661322645,463691
ORD00249,CUST0110,FnB Jakarta Barat,Zahra Hidayat,2023-11-09,11:47:04,debit card,MEMBER DISC,215917,25174,19158,8.838428108766,235000
ORD00250,CUST0016,FnB Jakarta Pusat,Zahra Hidayat,2023-09-24,13:01:44,CASH,BUY1GET1,156177,0,15618,10.000192089744,171794
ORD00251,CUST0198,FnB Jakarta Barat,Lina Pratama,2024-11-20,12:41:43,Kartu Kredit,NULL,203858,0,20393,10.000147111466,224244
ORD00252,CUST0014,FnB Medan,Eko Puspita,2024-09-09,13:33:29,OVO,NULL,127597,0,11503,10.000260808331,140357
ORD00253,CUST0162,FnB Palembang,Siti Wahyuni,2024-12-12,12:34:28,Debit Card,-,120940,12041,11017,9.014663044545,131842
ORD00254,CUST0195,FnB Makassar,Fitri Prasetyo,2023-04-15,19:01:47,QR Code,NULL,143122,6045,13708,9.577842679671,156829
ORD00255,CUST0062,FnB Jakarta Pusat,Siti Wahyuni,2024-06-29,12:04:40,QR Code,NULL,236164,0,23655,9.999830905416,259780
ORD00256,CUST0035,FnB Denpasar,Eko Puspita,2024-11-26,19:53:16,Credit Card,PROMO20,363428,38998,28644,8.801595373662,395415
ORD00257,CUST0028,FnB Yogyakarta,Fitri Prasetyo,2023-05-27,15:50:15,QR Code,NULL,294785,0,24447,9.999918191040,324263
ORD00258,CUST0073,FnB Yogyakarta,Hadi Handayani,2023-06-16,17:03:58,Tunai,NONE,211628,0,21163,10.000094505452,232790
ORD00259,CUST0024,FnB Bandung,Maya Handayani,2024-07-06,12:03:19,cash,-,168488,6753,16174,9.599496700061,184661
ORD00260,CUST0162,FnB Bandung,Hadi Handayani,2024-03-05,19:54:24,credit card,NULL,211805,12419,20070,9.417318105462,231751
ORD00261,CUST0017,FnB Jakarta Barat,Fajar Yulianto,2024-09-18,20:50:27,QR Code,NULL,267149,0,26887,10.000111579331,293864
ORD00262,CUST0120,FnB Jakarta Pusat,Fitri Prasetyo,2023-04-26,19:37:12,Ovo,NULL,325241,23037,24659,9.145461760702,354985
ORD00263,CUST0199,FnB Jakarta Selatan,Yusuf Handayani,2024-08-14,18:57:36,Cash,WEEKEND SPECIAL,238082,27249,21206,8.861309598428,259179
ORD00264,CUST0162,FnB Jakarta Selatan,Eko Puspita,2023-07-01,20:11:15,credit card,NULL,129309,2860,12645,9.778901700577,141953
ORD00265,CUST0140,FnB Bandung,Agus Wahyuni,2023-09-22,19:19:37,GoPay,NULL,203463,0,20357,10.000098247268,223809
ORD00266,CUST0074,FnB Semarang,Sinta Santoso,2023-05-14,19:23:00,OVO,NULL,212984,0,21335,9.999859387962,234282
ORD00267,CUST0144,FnB Bandung,Siti Wahyuni,2024-08-28,18:12:40,debit card,NULL,88784,0,8891,10.000224951635,97662
ORD00268,CUST0126,FnB Jakarta Pusat,Fajar Wahyuni,2024-05-15,20:38:44,OVO,NULL,197618,0,13862,9.999927860858,217379
ORD00269,CUST0102,FnB Palembang,Agus Wahyuni,2024-01-20,11:29:56,Qris,WEEKEND SPECIAL,260734,12268,24847,9.529635567283,285580
ORD00270,CUST0030,FnB Denpasar,Wati Suryani,2024-09-18,20:39:13,ovo,NULL,350962,9040,32975,9.733053123727,385121
ORD00271,CUST0173,FnB Yogyakarta,Zahra Hidayat,2024-10-14,11:52:00,Qris,NONE,264669,0,22674,9.999911794021,291135
ORD00272,CUST0109,FnB Palembang,Tuti Wijaya,2024-03-01,12:12:40,cash,NULL,59400,6023,5465,9.007449894514,64750
ORD00273,CUST0049,FnB Surabaya,Wati Suryani,2024-08-30,11:14:56,Debit,NULL,170884,0,15222,10.000328482738,187972
ORD00274,CUST0088,FnB Palembang,Tuti Wijaya,2023-11-27,11:11:53,qris,NULL,202482,16239,14841,9.013665350744,220733
ORD00275,CUST0099,FnB Jakarta Pusat,Lina Pratama,2023-10-15,11:21:59,QRIS,NULL,29620,0,2976,10.001680389850,32582
ORD00276,CUST0162,FnB Jakarta Barat,Siti Pratama,2023-12-11,20:56:45,QR Code,NULL,147456,0,15006,10.000266567148,162201
ORD00277,CUST0162,FnB Jakarta Selatan,Fajar Wahyuni,2023-08-19,19:20:38,CASH,NULL,25678,868,2481,9.661967442947,28158
ORD00278,CUST0162,FnB Jakarta Selatan,Fajar Kurniawan,2024-07-11,11:50:09,qris,NULL,176181,13425,16284,9.238310281052,192457
ORD00279,CUST0006,FnB Jakarta Pusat,Maya Permata,2024-01-03,16:56:31,QRIS,MEMBER DISC,127024,2000,8459,10.000472891495,139727
ORD00280,CUST0101,FnB Medan,Sinta Santoso,2023-07-01,12:48:56,QRIS,NONE,329275,0,33085,9.999939550010,362202
ORD00281,CUST0115,FnB Yogyakarta,Sinta Santoso,2024-10-31,13:23:33,Kartu Kredit,NULL,244768,0,24279,9.999835251282,269244
ORD00282,CUST0007,FnB Surabaya,Sinta Santoso,2023-10-20,17:13:14,Kartu Kredit,PROMO20,376153,55777,23823,8.102923419669,406632
ORD00283,CUST0066,FnB Jakarta Pusat,Fajar Wahyuni,2024-08-01,20:36:10,qris,PROMO10,114065,10418,10476,9.095881847307,124440
ORD00284,CUST0162,FnB Yogyakarta,Tuti Wijaya,2024-11-05,11:18:28,ovo,NULL,281331,0,28225,9.999893712378,309463
ORD00285,CUST0034,FnB Medan,Siti Kusuma,2024-12-04,20:27:26,QRIS,PROMO20,217116,33806,18313,8.441582387594,235444
ORD00286,CUST0128,FnB Bandung,Joko Kusumo,2024-08-28,11:16:41,Gopay,NULL,172780,0,16017,10.000124868887,190058
ORD00287,CUST0059,FnB Medan,Siti Kusuma,2024-11-27,21:14:06,Cash,NULL,287695,0,28774,10.000173771004,316464
ORD00288,CUST0006,FnB Jakarta Selatan,Tuti Wijaya,2024-04-17,13:21:16,cash,NULL,334522,0,33506,10.000149229231,367974
ORD00289,CUST0064,FnB Jakarta Barat,Yusuf Handayani,2023-09-13,19:45:47,Qris,NULL,344776,0,34510,10.000000000000,379253
ORD00290,CUST0192,FnB Denpasar,Fajar Kurniawan,2023-04-26,12:50:25,Debit,NULL,226817,18383,21060,9.197349975325,247678
ORD00291,CUST0162,FnB Jakarta Barat,Gilang Anggraini,2024-08-13,18:55:25,Ovo,NONE,237877,0,23799,9.999831928536,261664
ORD00292,CUST0187,FnB Bandung,Siti Wahyuni,2024-04-11,20:21:50,qris,PROMO20,289117,0,22543,9.999822564475,318028
ORD00293,CUST0117,FnB Denpasar,Fajar Kurniawan,2024-01-28,12:54:35,CASH,PROMO10,247035,42795,20440,8.268708762646,267461
ORD00294,CUST0024,FnB Semarang,Agus Permata,2024-10-27,07:31:51,CASH,WEEKEND SPECIAL,217220,25081,19014,8.834680791747,236410
ORD00295,CUST0130,FnB Jakarta Pusat,Siti Wahyuni,2024-08-09,20:48:49,credit card,NULL,351299,16832,32308,9.504729123457,384689
ORD00296,CUST0109,FnB Jakarta Pusat,Wati Suryani,2024-03-12,09:21:36,Debit,WEEKEND SPECIAL,339193,22221,31700,9.344830127496,370890
ORD00297,CUST0165,FnB Jakarta Pusat,Reza Puspita,2023-08-26,10:25:04,Kartu Kredit,WEEKEND SPECIAL,258421,15097,24363,9.416598382832,282755
ORD00298,CUST0023,FnB Medan,Hadi Handayani,2023-07-12,20:40:57,debit card,PROMO20,139819,7583,13334,9.462240451894,153049
ORD00299,CUST0117,FnB Bandung,Lina Pratama,2024-07-08,13:38:31,qris,NULL,118988,0,11899,10.000168084176,130886
ORD00300,CUST0035,FnB Jakarta Pusat,Joko Kusumo,2023-01-28,12:42:33,CASH,NULL,180327,0,14268,9.999649577741,198359
ORD00301,CUST0077,FnB Palembang,Siti Kusuma,2024-03-01,12:25:10,Cash,NULL,167690,0,16775,9.999821165642,184458
ORD00302,CUST0162,FnB Surabaya,Eko Puspita,2024-07-21,20:57:55,ShopeePay,BUY1GET1,262428,0,26395,10.000037886106,288670
ORD00303,CUST0115,FnB Jakarta Selatan,Eko Puspita,2024-10-14,13:19:37,qris,NULL,282038,9510,27258,9.663010571244,309291
ORD00304,CUST0088,FnB Surabaya,Fajar Wahyuni,2023-09-18,14:04:52,QR Code,NULL,311016,0,27345,10.000073140048,342117
ORD00305,CUST0094,FnB Medan,Fitri Prasetyo,2024-09-02,17:47:05,qris,BUY1GET1,235438,6485,22266,9.716991424643,258315
ORD00306,CUST0110,FnB Jakarta Pusat,Yusuf Handayani,2023-04-04,11:26:15,QR Code,NULL,160502,0,13536,9.999852248045,176551
ORD00307,CUST0162,FnB Jakarta Selatan,Joko Kusumo,2024-09-22,17:25:44,Tunai,PROMO20,213234,0,21393,10.000046744480,234557
ORD00308,CUST0173,FnB Yogyakarta,Gilang Anggraini,2023-08-26,17:44:46,CASH,NULL,208918,6835,20283,9.674096049374,229128
ORD00309,CUST0187,FnB Bandung,Eko Puspita,2023-10-30,08:48:06,GoPay,PROMO20,162773,0,16530,9.999697528810,179049
ORD00310,CUST0162,FnB Surabaya,Bagus Lestari,2024-08-16,13:02:29,Debit,PROMO10,65376,0,6662,10.000600456346,71913
ORD00311,CUST0075,FnB Bandung,Fitri Prasetyo,2023-07-11,13:02:00,Tunai,PROMO10,221817,36932,18540,8.338805580792,240313
ORD00312,CUST0162,FnB Jakarta Pusat,Lina Pratama,2023-06-29,17:05:35,qris,NULL,187002,0,18835,9.999893815834,205702
ORD00313,CUST0107,FnB Jakarta Selatan,Agus Permata,2024-06-23,20:10:10,Kartu Kredit,PROMO20,41163,0,4119,10.000485578323,45279
ORD00314,CUST0066,FnB Bandung,Agus Wahyuni,2024-07-30,20:10:04,Cash,NULL,205041,0,20531,10.000097414616,225545
ORD00315,CUST0164,FnB Jakarta Selatan,Agus Permata,2024-12-04,11:45:02,gopay,NULL,19604,0,1960,9.997959600081,21563
ORD00316,CUST0010,FnB Jakarta Pusat,Bagus Lestari,2024-06-04,19:33:41,Ovo,NULL,308986,0,26732,10.000112226308,339884
ORD00317,CUST0173,FnB Makassar,Joko Kusumo,2024-02-05,17:03:49,Kartu Kredit,NULL,256372,0,25679,9.999883174385,282008
ORD00318,CUST0111,FnB Palembang,Siti Pratama,2023-07-14,11:26:01,qris,NULL,159746,0,15986,9.999687236105,175720
ORD00319,CUST0150,FnB Yogyakarta,Lina Pratama,2024-04-17,11:51:53,qris,MEMBER DISC,182400,13076,16442,9.263046405372,199295
ORD00320,CUST0155,FnB Makassar,Intan Pratama,2023-05-27,17:52:20,GoPay,-,236448,0,22394,10.000044655017,260092
ORD00321,CUST0173,FnB Jakarta Selatan,Fajar Wahyuni,2024-11-06,08:14:13,qris,WEEKEND SPECIAL,522876,0,52315,10.000000000000,575163
ORD00322,CUST0150,FnB Palembang,Joko Kusumo,2024-04-20,11:29:14,qris,NULL,242785,0,21811,10.000000000000,267063
ORD00323,CUST0140,FnB Jakarta Selatan,Fajar Yulianto,2023-11-01,11:26:19,cash,MEMBER DISC,428878,77487,35059,8.189939122675,464002
ORD00324,CUST0018,FnB Palembang,Tuti Wijaya,2024-05-10,11:38:20,Debit Card,-,281775,6058,23805,9.751911055033,309253
ORD00325,CUST0121,FnB Palembang,Lina Pratama,2024-12-01,13:48:56,shopeepay,PROMO10,269897,25420,19438,8.843494085532,293765
ORD00326,CUST0035,FnB Semarang,Maya Handayani,2023-05-07,13:28:24,Kartu Kredit,PROMO20,196820,26957,14456,8.428564765147,213409
ORD00327,CUST0162,FnB Palembang,Reza Puspita,2024-03-15,13:48:57,debit card,BUY1GET1,361033,55721,29044,8.390412442908,391325
ORD00328,CUST0120,FnB Surabaya,Eko Puspita,2024-01-06,17:08:23,CASH,-,34228,0,3423,10.000584316933,37650
ORD00329,CUST0161,FnB Jakarta Selatan,Joko Kusumo,2024-04-04,18:59:46,debit card,NULL,88760,0,8919,9.999551539341,97635
ORD00330,CUST0011,FnB Bandung,Fitri Prasetyo,2023-01-15,13:50:48,Kartu Debit,-,103437,0,10352,10.000193203114,113780
ORD00331,CUST0020,FnB Surabaya,Agus Wahyuni,2024-10-11,13:21:21,Tunai,MEMBER DISC,244188,33113,19966,8.577344743444,265132
ORD00332,CUST0162,FnB Jakarta Pusat,Siti Wahyuni,2024-11-22,20:33:20,QRIS,MEMBER DISC,57026,0,5703,10.000701434433,62728
ORD00333,CUST0018,FnB Medan,Sinta Santoso,2024-04-21,07:40:09,QRIS,NULL,361392,18404,33668,9.481646699672,395657
ORD00334,CUST0018,FnB Palembang,Intan Pratama,2024-06-07,11:27:46,OVO,NULL,149962,0,15011,9.999800150553,164957
ORD00335,CUST0006,FnB Jakarta Selatan,Fajar Wahyuni,2024-11-16,18:19:18,qris,-,228160,0,22818,9.999780879549,250975
ORD00336,CUST0187,FnB Yogyakarta,Sinta Santoso,2024-06-14,12:25:24,debit card,NULL,161303,0,16245,10.000123116320,177433
ORD00337,CUST0162,FnB Denpasar,Fajar Yulianto,2023-07-02,20:50:30,QR Code,BUY1GET1,137327,5147,13218,9.625201162189,150544
ORD00338,CUST0082,FnB Denpasar,Maya Handayani,2024-03-07,18:35:46,Tunai,PROMO10,139364,0,13936,9.999712981831,153299
ORD00339,CUST0072,FnB Palembang,Agus Wahyuni,2024-03-31,13:38:30,Tunai,PROMO20,211742,8428,20430,9.603723029191,232077
ORD00340,CUST0080,FnB Surabaya,Agus Permata,2024-08-26,13:46:46,QR Code,NULL,107626,0,10763,10.000371657406,118388
ORD00341,CUST0162,FnB Palembang,Joko Kusumo,2024-07-03,12:41:37,QR Code,PROMO10,92251,12678,7327,8.525219617197,100115
ORD00342,CUST0156,FnB Semarang,Joko Kusumo,2024-11-23,12:16:49,Cash,NULL,245492,0,24615,9.999837500101,270040
ORD00343,CUST0044,FnB Jakarta Selatan,Siti Kusuma,2024-11-17,19:44:03,Ovo,NULL,266977,0,26808,10.000037302436,293674
ORD00344,CUST0042,FnB Bandung,Siti Wahyuni,2024-10-29,19:40:45,QR Code,-,368938,0,36794,10.000054356984,405832
ORD00345,CUST0023,FnB Semarang,Gilang Anggraini,2023-04-06,12:43:09,Kartu Kredit,MEMBER DISC,75962,5700,7159,9.262278114164,82997
ORD00346,CUST0155,FnB Jakarta Selatan,Hadi Handayani,2024-12-23,20:25:45,qris,NULL,95386,0,9546,10.000314277632,104924
ORD00347,CUST0162,FnB Medan,Fajar Wahyuni,2024-09-15,12:16:44,Debit Card,BUY1GET1,67999,0,5557,9.999820050026,74798
ORD00348,CUST0066,FnB Medan,Agus Wahyuni,2024-07-13,21:46:55,Kartu Debit,WEEKEND SPECIAL,26334,0,2633,9.998481051112,28966
ORD00349,CUST0007,FnB Jakarta Selatan,Maya Permata,2024-11-14,13:44:19,cash,NULL,348639,0,31221,10.000096090094,383503
ORD00350,CUST0019,FnB Surabaya,Wati Suryani,2024-10-09,13:26:33,CASH,PROMO20,217938,31083,18686,8.573998109554,236623
ORD00351,CUST0190,FnB Yogyakarta,Eko Puspita,2024-01-16,11:45:08,Qris,-,286177,0,23590,10.000127174148,314795
ORD00352,CUST0072,FnB Bandung,Hadi Handayani,2024-03-19,18:11:12,qris,BUY1GET1,97623,7859,9001,9.197081783626,106601
ORD00353,CUST0162,FnB Jakarta Pusat,Fajar Kurniawan,2023-10-31,12:28:40,CASH,NONE,27055,650,2640,9.757900572907,29694
ORD00354,CUST0144,FnB Jakarta Pusat,Maya Handayani,2024-08-19,11:17:04,Kartu Kredit,NULL,154593,0,14983,10.000133486397,170052
ORD00355,CUST0091,FnB Jakarta Barat,Sinta Santoso,2024-03-31,12:48:00,CASH,PROMO20,534794,85598,45027,8.402629005650,579730
ORD00356,CUST0053,FnB Denpasar,Fajar Wahyuni,2024-08-19,13:48:17,Credit Card,NULL,48203,4613,4359,9.043005622056,52561
ORD00357,CUST0028,FnB Jakarta Selatan,Fitri Prasetyo,2023-01-04,13:56:21,ovo,NONE,111484,0,10948,9.999634649811,122631
ORD00358,CUST0140,FnB Medan,Joko Kusumo,2023-09-28,19:55:21,Gopay,MEMBER DISC,687110,95533,47373,8.321841826508,744290
ORD00359,CUST0162,FnB Jakarta Selatan,Yusuf Handayani,2023-10-30,18:01:38,GoPay,PROMO20,380650,0,34297,9.999883373083,418714
ORD00360,CUST0151,FnB Jakarta Barat,Fajar Kurniawan,2024-09-06,13:43:42,ovo,-,228478,0,21416,10.000000000000,251325
ORD00361,CUST0128,FnB Makassar,Lina Pratama,2024-11-14,13:52:20,Ovo,PROMO10,59682,3934,5575,9.341174893602,65256
ORD00362,CUST0011,FnB Semarang,Zahra Hidayat,2023-09-22,18:38:31,cash,NULL,24568,0,2555,10.001174306180,27025
ORD00363,CUST0190,FnB Jakarta Pusat,Eko Puspita,2023-09-23,20:44:57,QRIS,NULL,282386,0,26862,10.000186140014,310625
ORD00364,CUST0162,FnB Bandung,Fajar Yulianto,2024-07-04,17:08:31,Tunai,NULL,298710,0,29912,9.999832845800,328580
ORD00365,CUST0072,FnB Jakarta Pusat,Bagus Lestari,2024-01-11,18:15:13,Tunai,NULL,155797,0,15390,10.000324896845,171377
ORD00366,CUST0194,FnB Bandung,Eko Puspita,2023-06-25,12:57:24,Cash,NULL,246861,0,24730,10.000202187670,271547
ORD00367,CUST0137,FnB Medan,Sinta Santoso,2024-06-20,20:05:50,Qris,MEMBER DISC,34228,0,3423,10.000584316933,37650
ORD00368,CUST0132,FnB Jakarta Pusat,Fajar Kurniawan,2023-10-02,20:58:45,qris,WEEKEND SPECIAL,236275,0,23630,9.999788409047,259902
ORD00369,CUST0162,FnB Jakarta Barat,Gilang Anggraini,2023-07-20,10:16:07,Gopay,MEMBER DISC,157423,0,16258,9.999692468554,173164
ORD00370,CUST0162,FnB Bandung,Fitri Prasetyo,2023-12-31,17:36:23,QRIS,NULL,124473,0,12447,9.999758983876,136919
ORD00371,CUST0155,FnB Denpasar,Reza Puspita,2023-11-13,13:34:12,cash,PROMO10,164857,26555,13830,8.389088725380,178686
ORD00372,CUST0029,FnB Palembang,Fajar Kurniawan,2024-11-10,21:50:08,Gopay,NULL,149689,0,14987,10.000200177490,164658
ORD00373,CUST0078,FnB Jakarta Pusat,Joko Kusumo,2023-10-04,20:20:09,debit card,NULL,338724,21448,31528,9.363157957258,370439
ORD00374,CUST0182,FnB Yogyakarta,Lina Pratama,2024-05-29,12:09:47,OVO,PROMO20,246798,0,24699,10.000080975593,271477
ORD00375,CUST0059,FnB Jakarta Barat,Fajar Yulianto,2024-04-20,13:07:17,Kartu Kredit,NULL,123086,0,12309,10.000324976033,135394
ORD00376,CUST0088,FnB Bandung,Fajar Wahyuni,2023-07-07,12:03:51,Gopay,MEMBER DISC,259813,0,24222,10.000206428173,285794
ORD00377,CUST0104,FnB Semarang,Siti Wahyuni,2024-08-25,19:11:54,CASH,-,198320,0,19861,10.000100700878,218152
ORD00378,CUST0107,FnB Denpasar,Lina Pratama,2023-05-25,15:25:21,Kartu Debit,NULL,327971,0,32834,9.999908632131,360767
ORD00379,CUST0139,FnB Palembang,Fajar Kurniawan,2024-12-09,13:46:18,QR Code,NULL,154502,0,15456,10.000129401260,169952
ORD00380,CUST0187,FnB Surabaya,Tuti Wijaya,2023-05-03,12:48:50,qris,-,168597,0,16860,10.000177939109,185456
ORD00381,CUST0064,FnB Jakarta Barat,Agus Wahyuni,2023-11-11,18:28:44,Debit Card,-,42650,0,4751,10.000000000000,46915
